Geo_Point;Geo_Shape;LIBELLE_DU_GRAND_QUARTIER;Nombre_de_logements;P11_MAISON;P11_APPART;ANNEE
43.607587822, 1.43979368004;"{""type"": ""Polygon"", ""coordinates"": [[[1.434592504363702, 43.60425777221578], [1.434674980265306, 43.604658642209245], [1.434563112233373, 43.605169609811675], [1.434837778932113, 43.608538126893485], [1.434932799787418, 43.61000727736047], [1.43485303694204, 43.61037374295032], [1.435953312764158, 43.61072026762094], [1.436903698634613, 43.610990846296446], [1.437553274130375, 43.611176715806025], [1.438709487726893, 43.61152838421713], [1.438783470296013, 43.61154411091477], [1.439366582008983, 43.61147398582412], [1.440118951978967, 43.611318155412114], [1.44057733791185, 43.61122906250619], [1.440868589089642, 43.61117081434344], [1.441844434725167, 43.61095997532923], [1.442742265541157, 43.61074188618679], [1.443401537039298, 43.6105408306977], [1.444104663593409, 43.61010642681154], [1.444266920907478, 43.60996578174106], [1.444448787688389, 43.60981962086066], [1.445009523293524, 43.609241219637006], [1.445679541054337, 43.60857947291822], [1.445819579877789, 43.60844433348622], [1.445783104766833, 43.608270903776926], [1.44570082417511, 43.60785112050729], [1.445687142496639, 43.60772044663039], [1.445700820232158, 43.60697784372645], [1.445688642203492, 43.60613569436329], [1.445694190588565, 43.605762964364196], [1.445678652758383, 43.60488388275945], [1.44453752553604, 43.604923153694614], [1.443707729206854, 43.60495162317201], [1.442826804378204, 43.60482924574712], [1.442726690358831, 43.604819940156936], [1.441746277706264, 43.60473366415866], [1.441408057810336, 43.60471396507878], [1.441122031993357, 43.604686156161236], [1.440529665675806, 43.60459631658261], [1.439921347807707, 43.604529056940756], [1.439418481135618, 43.604462632786415], [1.438810521423038, 43.604457814166786], [1.438070179715442, 43.60433840383075], [1.436375754397747, 43.603942711983905], [1.436194315802769, 43.60388733772108], [1.435864326155098, 43.60366710422023], [1.435494490185119, 43.60315419892098], [1.434931245294167, 43.603465723507355], [1.434620328315725, 43.60362124786602], [1.434335658847749, 43.60376373717284], [1.434592504363702, 43.60425777221578]]]}";ARNAUD BERNARD;6186.501;138.74283;5962.2324;2013
43.5876699389, 1.44515304105;"{""type"": ""Polygon"", ""coordinates"": [[[1.447850630164802, 43.584385135682155], [1.445677496114635, 43.58409273350137], [1.444937284468783, 43.583980937276], [1.444169258219659, 43.58390203047186], [1.443530131109208, 43.583906455773196], [1.443226755373501, 43.583914469691564], [1.442709891564799, 43.583924578330354], [1.441521938660194, 43.583988045637106], [1.440912331865557, 43.58402012174528], [1.439503267370564, 43.58407329953123], [1.439587140909557, 43.584555539544525], [1.439627873554062, 43.58487660028232], [1.439678063957092, 43.585435214186674], [1.43959565391157, 43.58589627215128], [1.439455670584307, 43.58620359881907], [1.439379815768517, 43.58657482965717], [1.439334021429507, 43.58711091947753], [1.439431387373051, 43.58764814630807], [1.439600139656009, 43.58811214044089], [1.439902218546913, 43.58845230188699], [1.44043563570813, 43.58907718208789], [1.441049416331585, 43.589985591352445], [1.441181752682272, 43.59027520819875], [1.441261450456711, 43.59051615647565], [1.441358185283796, 43.591358027739716], [1.441370431679153, 43.59149625608914], [1.4415756157002, 43.59178928674584], [1.441856167338214, 43.59209142549666], [1.442257928799991, 43.59203594286789], [1.442523124331471, 43.592059796736756], [1.44272409590475, 43.592112472866106], [1.443547671690837, 43.59240186558929], [1.444384213703157, 43.592694189290604], [1.444605628296333, 43.59277352137814], [1.445487543862658, 43.593079441911165], [1.446670255829898, 43.592155861534486], [1.44769504352411, 43.59125847137314], [1.447956717022651, 43.590993719291205], [1.448138247372564, 43.590778475843514], [1.448544778223092, 43.59022534464744], [1.449088140549959, 43.58966193152264], [1.449434613140213, 43.58929565920968], [1.449607919561301, 43.58910779223034], [1.44991526156112, 43.58892191791344], [1.450813722611948, 43.588460622161996], [1.450719324543895, 43.58824321911785], [1.45058785702954, 43.58806810448857], [1.450535226178193, 43.5879305003125], [1.450559703518456, 43.58785973595661], [1.450803546413135, 43.58703945812932], [1.450976928876438, 43.586318918508276], [1.451139985393972, 43.58576765984041], [1.451307203074072, 43.58519939983422], [1.451373359267051, 43.58503813030363], [1.451423364170178, 43.58500162102945], [1.451621181939917, 43.58465120832852], [1.451911203067002, 43.58413878565633], [1.451048432539828, 43.58377724228811], [1.45071691814761, 43.583663951780586], [1.450530863570544, 43.583659653392694], [1.447850630164802, 43.584385135682155]]]}";SAINT-MICHEL;7595.0015;401.2522;7143.464;2013
43.5815839869, 1.43382529081;"{""type"": ""Polygon"", ""coordinates"": [[[1.429118822352427, 43.58489218672082], [1.431791096602495, 43.58857888117188], [1.434544015950123, 43.591773216454264], [1.43526357799013, 43.59265506378779], [1.439547777257368, 43.59229455266164], [1.43997397063542, 43.5922591404093], [1.440345372852688, 43.59223180537276], [1.440870558743817, 43.59219243913551], [1.44146636345882, 43.59213092117538], [1.441856167338214, 43.59209142549666], [1.4415756157002, 43.59178928674584], [1.441370431679153, 43.59149625608914], [1.441358185283796, 43.591358027739716], [1.441261450456711, 43.59051615647565], [1.441181752682272, 43.59027520819875], [1.441049416331585, 43.589985591352445], [1.44043563570813, 43.58907718208789], [1.439902218546913, 43.58845230188699], [1.439600139656009, 43.58811214044089], [1.439431387373051, 43.58764814630807], [1.439334021429507, 43.58711091947753], [1.439379815768517, 43.58657482965717], [1.439455670584307, 43.58620359881907], [1.43959565391157, 43.58589627215128], [1.439678063957092, 43.585435214186674], [1.439627873554062, 43.58487660028232], [1.439587140909557, 43.584555539544525], [1.439503267370564, 43.58407329953123], [1.439378497945826, 43.58319430463848], [1.439179189242423, 43.58259950265303], [1.438845656595305, 43.58192889060488], [1.438582276436583, 43.58152753669748], [1.43847645350655, 43.58129489360167], [1.437025547629099, 43.57937598219192], [1.436824081221856, 43.579012954861156], [1.436628123314157, 43.57845696992047], [1.436488122460889, 43.57790142212981], [1.436318177504944, 43.57734753251107], [1.436182111774092, 43.57618554988414], [1.43609956300616, 43.57561816336019], [1.436148275120831, 43.57514927250624], [1.436330503655962, 43.57454141618508], [1.436509219820829, 43.574167222790415], [1.436947429178808, 43.57358411110006], [1.437633515549286, 43.572959440886855], [1.438000702615668, 43.57259809613344], [1.43653783354213, 43.571748200739606], [1.436273097382716, 43.57195897522074], [1.435329945930843, 43.57133648340296], [1.434645910673019, 43.571049089710044], [1.434009641660136, 43.57087371060652], [1.432074567414928, 43.57062267440356], [1.432159602507808, 43.57042088356828], [1.430108731029958, 43.57016983503576], [1.430016945593152, 43.57038765804841], [1.428732832345564, 43.572515614660354], [1.428318766870121, 43.574074353864674], [1.427511169301228, 43.57600743029302], [1.427646200738966, 43.576712437939996], [1.427472555106275, 43.57854653175039], [1.427451648927901, 43.579921093518436], [1.427753966396927, 43.581522480972296], [1.428057904551464, 43.58241900862341], [1.428885293301828, 43.58415706570317], [1.429118822352427, 43.58489218672082]]]}";RAMIER;1093.0002;29.304342;875.1044;2013
43.5908108277, 1.42879744573;"{""type"": ""Polygon"", ""coordinates"": [[[1.431791096602495, 43.58857888117188], [1.429118822352427, 43.58489218672082], [1.428846732705976, 43.58498272570553], [1.428581706770191, 43.58512157333149], [1.428412236737926, 43.58522428580476], [1.428080847722511, 43.585447752536034], [1.427666878476249, 43.585709348882055], [1.426202167043436, 43.58667776753685], [1.42335600034935, 43.58852250408717], [1.423664563060776, 43.590392652365566], [1.423706335247094, 43.591151784699505], [1.423389679089229, 43.592111441348585], [1.422943792808462, 43.59266795278849], [1.424002497758366, 43.59306819194158], [1.425060076991907, 43.593458000531996], [1.425218033553934, 43.59351414555956], [1.426371367374186, 43.59394256147926], [1.42723770511945, 43.594240929721515], [1.428273396433731, 43.594617291355746], [1.42868110680091, 43.59477194301623], [1.43070199260887, 43.595510024029565], [1.431452884537944, 43.59578378270654], [1.432134268283855, 43.596005894295054], [1.432778670122372, 43.59514438447996], [1.433597420196202, 43.59402975560103], [1.434282160220439, 43.593080569581524], [1.434574378682176, 43.59269404106739], [1.43526357799013, 43.59265506378779], [1.434544015950123, 43.591773216454264], [1.431791096602495, 43.58857888117188]]]}";FER-A-CHEVAL;3908.0007;653.49084;3239.441;2013
43.6182067593, 1.41049915359;"{""type"": ""Polygon"", ""coordinates"": [[[1.402200873851672, 43.62462651689179], [1.40301590072666, 43.62456227996811], [1.403705645514369, 43.62451403086468], [1.404172190386607, 43.6244128543339], [1.405819339463779, 43.62485783331811], [1.409734835061773, 43.625925011579106], [1.410034775681962, 43.62531342601235], [1.410169535519465, 43.625273842268165], [1.410551864526626, 43.6252277709851], [1.411063952160885, 43.62512882314256], [1.411217602206196, 43.62513197434414], [1.412721254850031, 43.62509031790693], [1.41340987891311, 43.62502970542827], [1.415678400904494, 43.62454482376046], [1.417880175719769, 43.624077341424204], [1.419301837565007, 43.62377569182267], [1.419730510780659, 43.623678875097696], [1.419101429154006, 43.61884661271903], [1.418858703800499, 43.61845484555139], [1.41876792840295, 43.61783723275365], [1.418396756052742, 43.61546605185142], [1.418295939537595, 43.614823758084384], [1.418157467335288, 43.614258741516316], [1.417960839971562, 43.61375001943025], [1.417659624175969, 43.613184627302736], [1.417296161427842, 43.61268684745453], [1.416428199158313, 43.6117185310698], [1.415848815689989, 43.611206695144254], [1.414834777253997, 43.61042545649332], [1.413709446132075, 43.60977102708249], [1.413024730534175, 43.60942105676904], [1.411107470141731, 43.60861727374427], [1.408615297839077, 43.6101258311669], [1.40704520515566, 43.611532153656405], [1.405887011847067, 43.61240538603278], [1.40540212957183, 43.61293786014151], [1.404774811444343, 43.613417115269385], [1.403152792815527, 43.61513518411082], [1.402646341988376, 43.61596077034316], [1.400936666026935, 43.62052310780595], [1.400930934361902, 43.62088921582586], [1.400689461411852, 43.62167156582206], [1.40037798959438, 43.62268230056214], [1.400263270553521, 43.62277217763189], [1.401221041663502, 43.622656152748704], [1.401127843722261, 43.62469902694575], [1.402200873851672, 43.62462651689179]]]}";SEPT DENIERS;3746.0007;1159.6963;2578.6243;2013
43.6195659969, 1.45452253663;"{""type"": ""Polygon"", ""coordinates"": [[[1.461863136004983, 43.62289091647399], [1.462173500907236, 43.622863981012706], [1.462772589261868, 43.62268599887283], [1.463637105908815, 43.622348276796345], [1.464044177288204, 43.62220854993225], [1.464733873351059, 43.62206910259705], [1.465731284512092, 43.62190363521782], [1.466685260277101, 43.6216801089432], [1.4670845485804, 43.62153842126112], [1.467438254800371, 43.62139637722519], [1.468471517722486, 43.62055467955928], [1.468906752721627, 43.620268500284325], [1.468623938430482, 43.62001371684407], [1.468469861897287, 43.619951986358515], [1.467881317107823, 43.619765818648894], [1.467410262677085, 43.61964961558578], [1.466718190884319, 43.61941912217252], [1.46602530173714, 43.61915550806218], [1.464716033698297, 43.61909718180028], [1.463726393601691, 43.61882180777182], [1.463595308533526, 43.618791466851796], [1.463066119518145, 43.61864452007881], [1.462416711321788, 43.61843704064436], [1.461776281664646, 43.618239085404575], [1.460837498297562, 43.6179612374722], [1.459753751761734, 43.61762360243475], [1.458742203878123, 43.61733665929736], [1.458356672328675, 43.61716336382941], [1.458006802791136, 43.616956288655196], [1.457444166710185, 43.616606584564956], [1.457013074556758, 43.616256011630036], [1.456784943561763, 43.61600730091082], [1.456509427003261, 43.615704290281364], [1.456078820550466, 43.61514462091901], [1.45589250521743, 43.61497476237411], [1.455974210259585, 43.61482023164371], [1.456286879706346, 43.61313193475253], [1.456423054223557, 43.61237419439029], [1.456246591346188, 43.61162443947028], [1.455526867561049, 43.61115807817421], [1.4553846497775, 43.611000859271044], [1.454893897723719, 43.610637509382876], [1.454981046279688, 43.610114982696516], [1.455089560393327, 43.609996613908436], [1.454733692135676, 43.6097582536478], [1.454337790047212, 43.609498774167434], [1.453771105225769, 43.60995795998137], [1.453562472175981, 43.61024206114434], [1.453353691679074, 43.61062456201388], [1.452930606356758, 43.61158631437867], [1.451740153631691, 43.6136282240065], [1.451213873667982, 43.61399310055161], [1.450973745734956, 43.61411611013592], [1.450548029544869, 43.61428497459121], [1.448429240816281, 43.615256140929276], [1.448741398269023, 43.615631361575154], [1.447246250287687, 43.616344363371304], [1.448199651339773, 43.617385019108376], [1.448216366936307, 43.61748638614255], [1.448088834024733, 43.61756769881454], [1.447113664085471, 43.61790254106083], [1.447111127696909, 43.61807282406779], [1.446810510595131, 43.61858326345875], [1.446022363059682, 43.618862803769844], [1.446234771611748, 43.61929117473204], [1.446374869018913, 43.61967735387852], [1.445762478581773, 43.621269601558474], [1.445597057277919, 43.62240649259571], [1.445702393441484, 43.62302798015186], [1.445739638886289, 43.62341240316086], [1.445648344997072, 43.624992666928826], [1.445588052466304, 43.62519277100469], [1.44541332659687, 43.625380622807036], [1.444909501372643, 43.62580241326466], [1.444575150376381, 43.626126194646], [1.444472409839611, 43.62637705938257], [1.444555656082335, 43.62664641541875], [1.444737569862974, 43.62693736157332], [1.445183030971517, 43.627110223608526], [1.445575418999087, 43.62726185276279], [1.445793859219205, 43.6271131375808], [1.445744785800452, 43.627084366353394], [1.445761743627499, 43.626995563196374], [1.445846137472058, 43.626926217913244], [1.445868017818474, 43.62685637366389], [1.44597260081317, 43.626830702074145], [1.447285018604639, 43.625812577228494], [1.448016899829694, 43.62503113768361], [1.447972418317713, 43.62495698993473], [1.448134908599152, 43.6248031049716], [1.448216281826006, 43.62484820612527], [1.44862297910807, 43.62456282937229], [1.448830727416621, 43.62434306302682], [1.449854722477754, 43.623972634796566], [1.450524484700854, 43.62377445736218], [1.451465901132954, 43.62370234365225], [1.452761263719341, 43.623825993554696], [1.454767548712925, 43.62458055547689], [1.455481203494465, 43.62493806745024], [1.456382081634833, 43.62531974025599], [1.4569562798528, 43.625596684859154], [1.459000477558908, 43.62652649449202], [1.459033400847976, 43.626325228567396], [1.458863354963618, 43.62566540585572], [1.458802486124975, 43.62546435774107], [1.458657709064955, 43.62494664795189], [1.458659053372525, 43.62467795905062], [1.458904195479269, 43.62394944723944], [1.458997199240964, 43.623558472892284], [1.458774423946757, 43.62311963833486], [1.458624193830438, 43.62279678963106], [1.457893526040307, 43.62129340418388], [1.458595340460187, 43.62103771105064], [1.458906155613308, 43.62106850867867], [1.459333588475791, 43.6214048550237], [1.460255667960563, 43.62220295214875], [1.460664322145463, 43.622489005582736], [1.461097368087094, 43.62279984842682], [1.461296666492244, 43.6228865375979], [1.461863136004983, 43.62289091647399]]]}";BONNEFOY;5270.001;1138.9052;4111.3584;2013
43.6117583769, 1.46190401897;"{""type"": ""Polygon"", ""coordinates"": [[[1.470790027198815, 43.60920850922094], [1.470728531425975, 43.60913897105826], [1.470684610893324, 43.60911498530347], [1.470669114611579, 43.60910635221287], [1.469952926105421, 43.60865997423321], [1.467955041175449, 43.60762001373894], [1.46758098238802, 43.60737683193337], [1.467410305247817, 43.607295098132184], [1.467166882748114, 43.607201452719885], [1.466205139421139, 43.60699065196966], [1.465347544231243, 43.606781583287756], [1.46332064853934, 43.606310886744176], [1.462533991749188, 43.60623763843613], [1.461172722686223, 43.60592720080405], [1.46034722636161, 43.60575051183828], [1.458818535725054, 43.60549362802887], [1.458553643210472, 43.60544521468063], [1.457913795886917, 43.60530589853087], [1.457707323995602, 43.60526929061615], [1.457180438819401, 43.60515166487149], [1.45701066256048, 43.60554015294466], [1.456485555909101, 43.606450979512644], [1.45532303218311, 43.608469488729966], [1.455027453755402, 43.60891091837366], [1.454713362666183, 43.60919515045548], [1.454337790047212, 43.609498774167434], [1.454733692135676, 43.6097582536478], [1.455089560393327, 43.609996613908436], [1.454981046279688, 43.610114982696516], [1.454893897723719, 43.610637509382876], [1.4553846497775, 43.611000859271044], [1.455526867561049, 43.61115807817421], [1.456246591346188, 43.61162443947028], [1.456423054223557, 43.61237419439029], [1.456286879706346, 43.61313193475253], [1.455974210259585, 43.61482023164371], [1.45589250521743, 43.61497476237411], [1.456078820550466, 43.61514462091901], [1.456509427003261, 43.615704290281364], [1.456784943561763, 43.61600730091082], [1.457013074556758, 43.616256011630036], [1.457444166710185, 43.616606584564956], [1.458006802791136, 43.616956288655196], [1.458356672328675, 43.61716336382941], [1.458742203878123, 43.61733665929736], [1.459753751761734, 43.61762360243475], [1.460837498297562, 43.6179612374722], [1.461776281664646, 43.618239085404575], [1.462416711321788, 43.61843704064436], [1.463066119518145, 43.61864452007881], [1.463595308533526, 43.618791466851796], [1.463726393601691, 43.61882180777182], [1.464716033698297, 43.61909718180028], [1.46602530173714, 43.61915550806218], [1.466718190884319, 43.61941912217252], [1.467410262677085, 43.61964961558578], [1.467881317107823, 43.619765818648894], [1.468469861897287, 43.619951986358515], [1.468623938430482, 43.62001371684407], [1.468906752721627, 43.620268500284325], [1.468796375003813, 43.61997719137309], [1.469051788855687, 43.61969720436864], [1.466012533527624, 43.617617952542126], [1.465376258391509, 43.616956446981554], [1.465111269337449, 43.616107630117185], [1.465016897288191, 43.61570290730374], [1.465391120533993, 43.61486562492933], [1.465555908954263, 43.61446005761305], [1.465635976105932, 43.61432726756007], [1.465835526870189, 43.614127278825826], [1.466013183783072, 43.61399902253919], [1.466327804195131, 43.61376585613411], [1.46656309594621, 43.61352545649135], [1.467011800678881, 43.612847692306445], [1.467545304732945, 43.612157330416046], [1.468808343399013, 43.61081594678445], [1.470790027198815, 43.60920850922094]]]}";MARENGO - JOLIMONT;7989.5015;734.2801;7197.7573;2013
43.5843782291, 1.41961410897;"{""type"": ""Polygon"", ""coordinates"": [[[1.422430835580664, 43.58305681159347], [1.422182643599462, 43.58200933161217], [1.421849892283523, 43.581045373781954], [1.421300977300665, 43.5799207183458], [1.420609498806647, 43.578672859716185], [1.419888943159051, 43.578898826426546], [1.418903461284702, 43.579172789688194], [1.417965077794912, 43.57943009421584], [1.417806806183807, 43.57948179004043], [1.417388644283262, 43.5795919304309], [1.416480150232085, 43.57985136032942], [1.416756232326834, 43.58043168976058], [1.417398429955075, 43.58064883809195], [1.418328917323132, 43.58234712446563], [1.418535137724381, 43.58239421169735], [1.41779904082397, 43.58261153023251], [1.416966233285407, 43.582854542802785], [1.415339303258369, 43.58336358133678], [1.414796775868401, 43.58326549273394], [1.415582826496535, 43.58436846003367], [1.416110168584952, 43.58494610312368], [1.414371132837471, 43.586136373396826], [1.415397231430741, 43.586614008205586], [1.416741012851257, 43.58717180292306], [1.417393146295446, 43.587424039345436], [1.418124439308137, 43.587607844192505], [1.420928337917208, 43.588444231793105], [1.42114462256768, 43.58868534982914], [1.421929731361639, 43.58943630164128], [1.422620212024151, 43.58982316818312], [1.42335996370532, 43.59022272748908], [1.423664563060776, 43.590392652365566], [1.42335600034935, 43.58852250408717], [1.42317791162072, 43.58739989811086], [1.423114955812514, 43.58700580406494], [1.422430835580664, 43.58305681159347]]]}";FONTAINE-LESTANG;1625.0002;723.87256;889.037;2013
43.5901679443, 1.40743933272;"{""type"": ""Polygon"", ""coordinates"": [[[1.400580945573459, 43.58828444665055], [1.3999537867837, 43.58943259544399], [1.398702225079483, 43.592045863854985], [1.397711632576057, 43.594116306790376], [1.39744722160597, 43.5947887061578], [1.397284026129966, 43.595315295427135], [1.397020690054909, 43.59624978108988], [1.3984305872462, 43.596248229053124], [1.399931335331287, 43.59601466168641], [1.401971775332661, 43.595399505926316], [1.40783558365121, 43.593607531474845], [1.415630415684948, 43.595048773161594], [1.416239198076839, 43.59516252415626], [1.419250856632245, 43.59571585581333], [1.419512090316043, 43.595827722451006], [1.419681756655164, 43.59579976369768], [1.419683136579038, 43.59570989413946], [1.419582785015768, 43.59563244584943], [1.419459631087113, 43.59559928048781], [1.41923063592888, 43.59423405275931], [1.419199574174437, 43.5940530871898], [1.419191660638141, 43.59397449781864], [1.41914233559039, 43.59396557907508], [1.418748406718027, 43.59393305833226], [1.417430428684823, 43.59363285136204], [1.416448335759217, 43.59333157153762], [1.416338486970152, 43.59319538244968], [1.414276212312683, 43.59296193472406], [1.414148013478497, 43.59300252271976], [1.414166017677882, 43.59284845057543], [1.414254829599508, 43.592154712736786], [1.414313525521438, 43.59155628925385], [1.414476450021684, 43.59120565941341], [1.414779011344044, 43.590577994656364], [1.415175871374116, 43.58982810722695], [1.415921564769729, 43.59009246764651], [1.417393146295446, 43.587424039345436], [1.416741012851257, 43.58717180292306], [1.415397231430741, 43.586614008205586], [1.414371132837471, 43.586136373396826], [1.413544340227996, 43.58581741558303], [1.412741235461208, 43.585565813223965], [1.412005698543281, 43.58540748177929], [1.411642515194876, 43.58641971093189], [1.411504275910746, 43.58643655768388], [1.409929147456746, 43.58586167305165], [1.409719829702067, 43.58576250666776], [1.410019234117397, 43.585004268648134], [1.408965810821064, 43.584781819481385], [1.408443301310605, 43.5846516990408], [1.408060495365457, 43.584493395264005], [1.407815472991609, 43.58426336585409], [1.40754794621479, 43.5842252187595], [1.407348779166122, 43.58414316351174], [1.407177730335527, 43.584011191215716], [1.40658045337923, 43.583751776431235], [1.405694391255916, 43.583148431623286], [1.404966470515101, 43.582587064171044], [1.404654350849411, 43.58257124497974], [1.404306773979051, 43.582409433489126], [1.40389480517182, 43.583037111549395], [1.402492159226543, 43.58526030959989], [1.400580945573459, 43.58828444665055]]]}";LA CEPIERE;3054.5005;686.8212;2332.2507;2013
43.644969534, 1.41306195552;"{""type"": ""Polygon"", ""coordinates"": [[[1.42352273994376, 43.64832971716174], [1.42322796731648, 43.646731220259326], [1.423333603659733, 43.646724502901364], [1.422266384694461, 43.63924525004717], [1.42238702405936, 43.639279335093065], [1.421684063347918, 43.63448245653025], [1.421711919806743, 43.63428021014405], [1.421864616942935, 43.63392096332849], [1.421932361015098, 43.633835412992944], [1.421508434613708, 43.63387267276689], [1.420626876252044, 43.62688688463049], [1.420129091686126, 43.62359127084432], [1.419730510780659, 43.623678875097696], [1.419301837565007, 43.62377569182267], [1.417880175719769, 43.624077341424204], [1.415678400904494, 43.62454482376046], [1.41340987891311, 43.62502970542827], [1.412721254850031, 43.62509031790693], [1.411217602206196, 43.62513197434414], [1.411063952160885, 43.62512882314256], [1.410551864526626, 43.6252277709851], [1.410169535519465, 43.625273842268165], [1.410034775681962, 43.62531342601235], [1.409734835061773, 43.625925011579106], [1.405819339463779, 43.62485783331811], [1.404172190386607, 43.6244128543339], [1.403705645514369, 43.62451403086468], [1.40301590072666, 43.62456227996811], [1.402200873851672, 43.62462651689179], [1.401127843722261, 43.62469902694575], [1.401706821790723, 43.6281496279925], [1.402159488075937, 43.62960378787727], [1.402670425913415, 43.63049831030924], [1.403835683985246, 43.633201553147], [1.403875386846362, 43.63524741935017], [1.40394920326752, 43.63694349450658], [1.403896347149622, 43.63815884195271], [1.403257081235671, 43.6403022444791], [1.401958357187455, 43.64453872972304], [1.400979698805945, 43.648211114244646], [1.40136508278381, 43.64922760112978], [1.404187968249116, 43.65202303250144], [1.405787976453259, 43.65386884457116], [1.40612767282992, 43.65431253228567], [1.406632231344225, 43.655885358797626], [1.406670710977286, 43.65734744788507], [1.406458689884704, 43.65916227984225], [1.406053915854998, 43.66113542758571], [1.40567462866972, 43.661974371588656], [1.404059714412717, 43.663822137762445], [1.402943161563926, 43.66496533349948], [1.402486293639402, 43.66542706484215], [1.401092607039627, 43.66620370196087], [1.400399518585337, 43.666517768381986], [1.400742411324398, 43.667175329013915], [1.400477045599769, 43.667807041063384], [1.402472848309593, 43.66845174280607], [1.402520733434411, 43.66830737780285], [1.402569144964584, 43.668128955839855], [1.402561085298451, 43.66797750830255], [1.402598729343021, 43.667820760641035], [1.402629116874977, 43.667628001564324], [1.402807013262044, 43.66758689245221], [1.402958571469025, 43.6674802810472], [1.403031719894994, 43.66705323199365], [1.403293101358268, 43.666507570475716], [1.403476762927598, 43.66618172535457], [1.403573968157957, 43.66588259827187], [1.403728234628889, 43.66560192140657], [1.403829998123414, 43.665511927574464], [1.404293594383315, 43.66545329685807], [1.404733268819348, 43.665340543468744], [1.405371869050815, 43.66509222571124], [1.405491370271464, 43.6651178079205], [1.405694449086507, 43.66521692737757], [1.406090261925499, 43.66540940580224], [1.406571793057447, 43.66545403980372], [1.40718948823142, 43.665459104776794], [1.407588526121386, 43.66552860885662], [1.408171519147119, 43.66558636451003], [1.408996410333595, 43.66576153060661], [1.409557018972434, 43.666001701464225], [1.410409877883695, 43.66630670614551], [1.41065320274534, 43.666332348114224], [1.410903454018445, 43.666331554833526], [1.411018705824295, 43.66637980581176], [1.411526310967371, 43.666593039586594], [1.411623433328143, 43.66663357176345], [1.411909021354719, 43.666707808154406], [1.41202715211334, 43.666738104115986], [1.413641447043446, 43.66643714332532], [1.414504625247143, 43.666160330411536], [1.414983831785832, 43.665934317990185], [1.415534128977451, 43.665577364554835], [1.416199557989852, 43.664938459703], [1.416435404810965, 43.66418062569997], [1.416543564781653, 43.66350502606823], [1.416623486465106, 43.66288595601283], [1.416702686733048, 43.66189032300359], [1.417222133842729, 43.660825413094116], [1.419237295439658, 43.66113976968809], [1.419808289368109, 43.66121251274052], [1.420692521798752, 43.66117046420388], [1.421199595342601, 43.661163209553656], [1.421499554155344, 43.66114859911503], [1.421852228181387, 43.661011417360996], [1.422128835193095, 43.6609048456291], [1.422412969904588, 43.66073304790608], [1.422698436861558, 43.66055842401393], [1.423090745389848, 43.66030045545819], [1.423217105221825, 43.66021821693915], [1.423354012933001, 43.66012849022021], [1.424028448931572, 43.66042533080444], [1.42437214269338, 43.66053311950613], [1.424975719310969, 43.6603506400202], [1.426261864643188, 43.65830693304913], [1.426743007619016, 43.6576049813255], [1.427272726869437, 43.656792726173364], [1.427753314216919, 43.65578327515388], [1.428024255480111, 43.65527642764762], [1.427854137724194, 43.65523721904952], [1.42767362581657, 43.655196980634386], [1.427474009676645, 43.655127260409465], [1.427272243679557, 43.65502724337109], [1.42712926692447, 43.654918237682594], [1.426196376842474, 43.654055446369284], [1.425488704656678, 43.65355019899574], [1.424607895128567, 43.65286379693948], [1.424773643146865, 43.65267590304691], [1.424810610965134, 43.65247372720582], [1.424459164488679, 43.652278833799876], [1.424157918732503, 43.65238048748337], [1.423939952040919, 43.65274488008772], [1.423771557708396, 43.65259403890869], [1.423949021283738, 43.652322036186014], [1.423811409810372, 43.652203604123955], [1.423626404906617, 43.6520308650234], [1.423881532264004, 43.651281694044634], [1.423868037410561, 43.65054454896254], [1.42352273994376, 43.64832971716174]]]}";GINESTOUS;274.30338;235.3615;25.086418;2013
